url of the experience,Ranking of the experience,Keyword-1,Keyword-2,Keyword-3,Keyword-4,Keyword-5,Keyword-6,Keyword-7,Keyword-8,Keyword-9,Keyword-10,Keyword-11,post_title,flat_fee_price,base_price per person,Tiering_Price,min_num_attendees,max_num_attendees,is_shipping_required,is_available_globally (international shipping?),duration_minutes,primary_kit_of the experience,optional_kit_of the experience,is the experience has kit?,"links to photos of In-office team ,Hybrid team, Remote team",content of experience
https://www.teamraderie.com/experiences/virtual-team-building-for-winning/,5,Competition,Winning,Rethinking,Strategy,Sales Team,,Managing Change,Company Confidence,Customer Focus,,Discussion; Workshop; Olympian,Are You Ready to Win? Tips from World’s Fastest Woman,3000,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 3000.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 3750.00}, {""lower_bound"":51, ""upper_bound"":70, ""price"": 4500.00}, {""lower_bound"":71, ""upper_bound"":100, ""price"": 5175.00}]",1,100,0,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","If your team redefined the playing field, could you win consistently?

Lilly King--world-record holder, five-time Olympic medalist, and 2024 Paris Olympic hopeful--joins you to teach your team how to beat rivals by ""changing the game"". Your team will discuss how to train for success in imperfect moments and how to add a new dimension to any competition.

Get your team ready to win together.it belongs to cateory of Notable host, Learning Togetherwith attributes of Boost Energy and Motivation: Beat the midday slump with this pick-me-up experience to boost energy, motivation, and productivity on your team. 
Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Share with Clients and Customers: Build trust and connection with clients and customers by inviting them to join you in sharing this experience.
it has tags of inspire-and-exciteits outcome isEnergy"
https://www.teamraderie.com/experiences/the-power-of-great-beginnings/,9,New Team,Resilience,Research-Backed,Project Launch,Coordination,,Role Clarity & Expectations,Scrum,Forming,,Discussion; Workshop; Professor; Stanford,The Power of Great Beginnings – A Pre-Victorem for Teams,2000,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 2000.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 2500.00}]",1,50,0,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","How can you best prepare a team to make good choices and be responsive to change?

Stanford University research revealed a set of exercises that elevate a team's likelihood to show resilience, adaptability, and persistence. You'll be joined by one of Stanford's most popular professors as she helps your team get off to a great start.it belongs to cateory of Learning Together, Team Skillswith attributes of Establish Team Norms: What rituals or habits does your team have? Create team norms together that you can all participate in and rely on.

Transform Your Foundation: Establish a critical foundation for your team to work their best. No two teams are alike; create something that works for YOU.
it has tags of trust-and-transformits outcome isTeam Norms"
https://www.teamraderie.com/experiences/let-your-creativity-crush-your-expertise-a-team-exercise/,10,Creativity,Innovation,Rethinking,New Perspective,Beginner's Mind,,New Ideas,,,,Discussion; Workshop; Professor; Stanford,Creativity Masterclass with Stanford Design Thinker,2000,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 2000.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 2500.00}, {""lower_bound"":51, ""upper_bound"":70, ""price"": 3000.00}, {""lower_bound"":71, ""upper_bound"":100, ""price"": 3450.00}]",1,100,0,1,60,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","What happens when you get stuck thinking inside the box instead of outside?

Using three different exercises, Stanford University Professor Kathryn Velcich will show your team how to enhance their creativity, move past conventional bottlenecks, and break down walls to see old problems in a new light. Practice on a real work problem and make progress -- fast.it belongs to cateory of Creativity, Team Skillswith attributes of Develop Skills: Level up your team by developing crucial skills that create a solid foundation for optimal team performance.

Try Creative Problem Solving: When you hit a roadblock, what’s the first thing your team does? Creative problem-solving creates an alternate path.
it has tags of collaborate-and-create, thrive-with-hybrid, search-mp-2its outcome isCreative Problem Solving"
https://www.teamraderie.com/experiences/virtual-team-building-with-nadia-comaneci-and-bart-conner/,10,Agility,Perfection,Benefit from Adversity,Legacy,Continuous Improvement,,Customer Focus,Leadership,,,Discussion; Workshop; Olympian,Embed Agility in Teamwork with Nadia Comaneci and Bart Conner,4500,0,"[{""lower_bound"":1, ""upper_bound"":30, ""price"": 4500.00}, {""lower_bound"":31, ""upper_bound"":50, ""price"": 5625.00}, {""lower_bound"":51, ""upper_bound"":70, ""price"": 6750.00}, {""lower_bound"":71, ""upper_bound"":100, ""price"": 8000.00}]",1,100,0,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Does your team exhibit flexibility, agility, and persistence to win?

Nadia Comaneci and Bart Conner, two olympic gymnasts who earned perfect scores, will share with you how they prepared for anything instead of everything. Through the analogy of gymnastics, you'll discuss new ways to unlock your team's agility and find perfection amidst challenges.it belongs to cateory of Notable host, Learning Togetherwith attributes of Develop Skills: Level up your team by developing crucial skills that create a solid foundation for optimal team performance.

Flexible Learning Mindset: Help others become more receptive to change and growth. Instill a flexible learning mindset to advance as a team.

Share with Clients and Customers: Build trust and connection with clients and customers by inviting them to join you in sharing this experience.
it has tags of inspire-and-exciteits outcome isLearning Mindset"
https://www.teamraderie.com/experiences/power-of-perspective-the-garry-kasparov-experience/,1,Strategy,Artificial Intelligence (AI),Empowerment,Growth Mindset,Chess,,,,,,Discussion; Workshop; Celebrity,Power of Perspective with a Chess Grandmaster,20000,0,,1,100,0,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","With over 20 years as the world's top-ranked chess player, Garry Kasparov brings a unique perspective to leadership and strategy.

In his workshop, he'll help your team learn from mistakes and prepare for change using chess theory. Don't miss this opportunity to learn from a true master!it belongs to cateory of Notable hostwith attributes of Boost Energy and Motivation: Beat the midday slump with this pick-me-up experience to boost energy, motivation, and productivity on your team. 
Develop Skills: Level up your team by developing crucial skills that create a solid foundation for optimal team performance.

Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Share with Clients and Customers: Build trust and connection with clients and customers by inviting them to join you in sharing this experience.

Try Creative Problem Solving: When you hit a roadblock, what’s the first thing your team does? Creative problem-solving creates an alternate path.
it has tags of inspire-and-exciteits outcome isCreative Problem Solving, Energy"
https://www.teamraderie.com/experiences/tartine-bakery-breakfast-experience/,10,Connection,Bonding,Celebrate,Community,Togetherness,,Fun,Uplifting,,,Food; Coffee; Tea; Baked Goods; Tasting; Kit Included; Hands-on,Tartine Bakery and French Press Coffee &#038; Tea Experience,0,120,,1,100,1,1,45,"Your box will include fresh ground coffee, a Coffee &amp; Tea Press, and an assortment of Tartine pastries.  Tartine Bakery Breakfast Experience - Coffee","Your box will include loose-leaf tea, a Coffee &amp; Tea Press, and an assortment of Tartine pastries.  Tartine Bakery Breakfast Experience - Tea",TRUE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Elevate your team's workday with the community-building power of coffee and tea.

Led by one of the world's top baristas, your team will explore regional flavors and the journey from farm to cup while enjoying baked goods from Tartine Bakery, one of Bon Appetit's ""most influential bakeries in America."" Rediscover the joys of office life with this cherished tradition that's sure to bring new connections, new thinking, and new ideas to the table.it belongs to cateory of Coffee and Tea, Food Tastings, Celebrationswith attributes of Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Make Connections: Whether it’s a connection to your organization’s purpose or to colleagues, make connection-building a priority
Share with Clients and Customers: Build trust and connection with clients and customers by inviting them to join you in sharing this experience.
it has tags of inspire-and-excite, bond-and-connect, thrive-with-hybrid, search-new-1, search-mp-1its outcome isConnection"
https://www.teamraderie.com/experiences/virtual-team-building-guided-cheese-tasting-experience/,7,Bonding,Connection,Fun,Cheese,Tasting,,,,,,Food; Tasting; Kit Included; Hands-on,Discover a Whole New World of Cheese with Your Team,0,100,,1,50,1,0,45,A selection of traditional cheeses and crackers Traditional Cheese Kit,,TRUE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","All cheeses are made from the same three ingredients, but their uniqueness comes entirely from quantity, source, and processing.

During this experience you will bond with your team, become a cheese expert by sampling generous portions of the four gateway cheeses, and learn the nuances that make each cheese special.it belongs to cateory of Food Tastingswith attributes of Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Make Connections: Whether it’s a connection to your organization’s purpose or to colleagues, make connection-building a priority
Share with Clients and Customers: Build trust and connection with clients and customers by inviting them to join you in sharing this experience.
it has tags of bond-and-connectits outcome isConnection"
https://www.teamraderie.com/experiences/virtual-team-building-the-nascar-experience/,9,Collaboration,Rethinking,Role Definition,Boundaries,Optimization,,,,,,Kit Included; Hands-on,A Legendary NASCAR Coach’s Secrets of Team Performance,1500,40,"[{""lower_bound"":1, ""upper_bound"":30, ""price"": 1500.00}, {""lower_bound"":31, ""upper_bound"":50, ""price"": 1875.00}, {""lower_bound"":51, ""upper_bound"":70, ""price"": 2250.00}, {""lower_bound"":71, ""upper_bound"":100, ""price"": 2600.00}]",1,100,1,1,55,One Hot Wheels car and all the tools needed to participate in the interactive activity Hot Wheels Tool Kit,,TRUE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","How can changing tires help your team?

In the early 2000s, NASCAR was transformed when they reworked the collaborative motions of the pitstop. Led by legendary NASCAR coach Andy Papathanassiou, you will learn how pit crews collaborate to balance speed and accuracy to secure team victories. Andy will guide you through two timed trials using a toy NASCAR and discuss how to apply the same principles at work.it belongs to cateory of Creativity, Notable host, Team Skillswith attributes of Collaborate Together: Put more minds to the task to find the best solution by finding ways to improve your collaboration and work as a team.
Develop Skills: Level up your team by developing crucial skills that create a solid foundation for optimal team performance.

Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Try Creative Problem Solving: When you hit a roadblock, what’s the first thing your team does? Creative problem-solving creates an alternate path.
it has tags of collaborate-and-create, search-mp-2, search-new-1, fun-and-gamesits outcome isCollaboration, Creative Problem Solving"
https://www.teamraderie.com/experiences/virtual-team-building-with-art/,9,Creativity,Perspective Sharing,Appreciating Colleagues' Perspective,Crafting,Purpose,,,,,,Kit Included; Hands-on,Purposeful Painting Exercise for Team Unity,0,90,,1,30,1,1,75,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Take a break from your day, relax your mind, and paint something meaningful while bringing your team together in this shared creative experience.

Joined by a professional artist, everyone will receive a canvas, paint, brushes and a pre-chosen design that you will all learn to paint together.

Choose between three themes:

(1) Regional landmark chosen by your team - get to know each other better by learning about a place your colleague is from

(2) Team logo - create a team logo and discuss shared goals

(3) Celebrate the season as a team!it belongs to cateory of Creativity, Arts and Craftswith attributes of Boost Energy and Motivation: Beat the midday slump with this pick-me-up experience to boost energy, motivation, and productivity on your team. 
Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Improve Wellbeing: Health and wellness are vital in all aspects of life. Improve well-being through exercise and mindfulness while at work.
it has tags of collaborate-and-create, health-and-wellness, search-mp-3its outcome isEnergy, Well-Being"
https://www.teamraderie.com/experiences/brew-break-for-busy-teams/,8,Bonding,Connection,Fun,Coffee,Tasting,,,,,,Kit Included: Hands-On; Coffee; Tea; Food,Perks of the Past: Enjoying Coffee &#038; Tea as a Team,0,45,,1,80,1,1,25,Your kit will include two (2) coffee pour over pouches and a sweet snack to enjoy with your beverage tasting. Coffee Kit,Your kit will include two (2) tea-forte pyramid sachets and a sweet snack to enjoy with your beverage tasting. Tea Kit,TRUE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","What's the perfect way to start a long meeting?

Bring your team together with this experience that gives them a break to enjoy a cup of coffee of tea together. They will also learn about the history of these beverages and enjoy each other's company while bonding over shared experiences.it belongs to cateory of Coffee and Teawith attributes of Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Make Connections: Whether it’s a connection to your organization’s purpose or to colleagues, make connection-building a priorityit has tags of bond-and-connectits outcome isConnection"
https://www.teamraderie.com/experiences/afternoon-tea-experience/,7,Bonding,Connection,Fun,Tea,Tasting,Cookies,,,,,Kit Included; Hands-on; Food; Tea; Cookies,The Afternoon Tea(m) Experience,0,95,,1,100,1,1,30,"An elegant kit with and assortment of Tea Forte loose-leaf teas, three (3) different types of shortbread cookies, (2) different types of honey, and an infuser tea mug. Afternoon Tea Kit",,TRUE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Rejuvenate and modernize a cherished tradition from the Victorian era.

Invigorate your team's afternoon with a complement of teas, cookies, and traditional accompaniments to help your team gather and connect.it belongs to cateory of Coffee and Tea, Food Tastingswith attributes of Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Make Connections: Whether it’s a connection to your organization’s purpose or to colleagues, make connection-building a priority
Share with Clients and Customers: Build trust and connection with clients and customers by inviting them to join you in sharing this experience.
it has tags of bond-and-connect, search-mp-3its outcome isConnection. it contain Cookiesin the kit"
https://www.teamraderie.com/experiences/apply-radical-candor-to-form-better-hybrid-relationships/,8,Communication,Conflict,Connection,Workplace Relationships,Engagement,,,,,,Discussion; Workshop,Radical Candor to Level-Up Team Communication,4500,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 4500.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 6000.00}]",1,50,0,1,55,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Unlock your team's full potential and foster a supportive workplace culture with radical candor!

Through engaging activities and group discussions, your team will learn how to build more meaningful relationships with their colleagues, communicate more effectively, and bring their best selves to work every day. With radical candor, your team will soar to new heights of productivity and success!it belongs to cateory of Learning Together, Notable host, Team Skillswith attributes of Develop Skills: Level up your team by developing crucial skills that create a solid foundation for optimal team performance.

Learn Communication Skills: Listening and communicating go hand-in-hand. Learn how your team communicates best to improve your outcomes.

Work as a Distributed Team: Regardless of your location, you have the same goal in mind. Work together to develop your distributed team for success.
it has tags of collaborate-and-create, thrive-with-hybrid, trust-and-transform, search-new-2its outcome isCommunication, Distributed Teamwork"
https://www.teamraderie.com/experiences/games-for-teams/,5,Hybrid Work,Games,Improv,Team Dynamics,Connection,,,,,,Workshop; Discussion; Activity,Evidence-based Games to Ignite a Thriving Team,1200,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 1200.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 1500.00}]",1,50,0,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","How do you make your hybrid team feel connected despite the distance between them?

Led by Stanford's Pam McLeod, your team will learn how to engage everyone, build trust, and feel unified through three evidence-based improv games that your team can utilize anytime throughout the year.it belongs to cateory of Creativitywith attributes of Develop Skills: Level up your team by developing crucial skills that create a solid foundation for optimal team performance.

Work as a Distributed Team: Regardless of your location, you have the same goal in mind. Work together to develop your distributed team for success.
it has tags of collaborate-and-create, thrive-with-hybrid, trust-and-transform, search-new-2, fun-and-gamesits outcome isDistributed Teamwork"
https://www.teamraderie.com/experiences/team-wellness-activity/,8,Wellbeing,Mental Acuity,Health,Exercise,Rejuvenation,,Focus,Performance,Productivity,,Hands-on; Kit included; Celebrity,"Brains, Bones, and Body Booster for Better Team Performance",600,95,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 600.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 750.00}, {""lower_bound"":51, ""upper_bound"":70, ""price"": 900.00}, {""lower_bound"":71, ""upper_bound"":100, ""price"": 1050.00}]",1,100,1,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Say goodbye to mental fatigue and hello to renewed focus with the help of Jessica Alba and Ryan Reynolds' personal trainer, Ramona Braganza.

Join Ramona as she leads you through a series of energizing exercises that can be done right from your desk. Using weights that masquerade as stylish home decor, you'll enhance your mental clarity and elevate your energy levels like never before.

Don't miss this opportunity to transform your workday and unleash your full potential!it belongs to cateory of Wellnesswith attributes of Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Improve Wellbeing: Health and wellness are vital in all aspects of life. Improve well-being through exercise and mindfulness while at work.

Share with Clients and Customers: Build trust and connection with clients and customers by inviting them to join you in sharing this experience.
it has tags of health-and-wellness, thrive-with-hybrid, search-mp-2, search-new-1its outcome isWell-Being"
https://www.teamraderie.com/experiences/virtual-team-wellness-experience/,10,Work-Life Balance,Burnout,Healthy,Mental Acuity,Wellness,,Focus,Performance,Productivity,,Hands-on; Kit Included; Celebrity,Improve Team Focus with Micro-Workouts and Movement,600,95,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 600.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 750.00}, {""lower_bound"":51, ""upper_bound"":70, ""price"": 900.00}, {""lower_bound"":71, ""upper_bound"":100, ""price"": 1050.00}]",1,100,1,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","How can your team enhance their memory and focus?

Through Mindful breathing and light strength training! Using decorative weights, Jessica Alba &amp; Ryan Reynolds' personal trainer, Ramona Braganza, will teach your team how mindful breathing techniques while completing light exercises at their desks!it belongs to cateory of Wellnesswith attributes of Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Improve Wellbeing: Health and wellness are vital in all aspects of life. Improve well-being through exercise and mindfulness while at work.
it has tags of health-and-wellness, thrive-with-hybrid, search-new-2, search-mp-1its outcome isWell-Being"
https://www.teamraderie.com/experiences/diversity-and-inclusion-experience/,4,DEI&B,Racial Justice,Perspective,Impact,Rethinking,,Corporate Social Responsbility,,,,Discussion; Workshop,Applying Lessons from the Past for an Inclusive Present,4500,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 4500.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 5625.00}, {""lower_bound"":51, ""upper_bound"":70, ""price"": 6750.00}, {""lower_bound"":71, ""upper_bound"":100, ""price"": 8000.00}]",1,100,0,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Albert Einstein said ""The measure of intelligence is the ability to change.""

During this experience, Marcia Chatelain, Pulitzer Prize-winning author of ""Franchise: The Golden Arches in Black America,"" will join your team to explore how to create meaningful change by applying lessons from McDonald's history and approach to market expansion and economic opportunity.

&nbsp;it belongs to cateory of Learning Togetherwith attributes of Boost Energy and Motivation: Beat the midday slump with this pick-me-up experience to boost energy, motivation, and productivity on your team. 
Create Inclusion and Belonging: Everyone on your team should feel seen, heard, and valued. Increase your team’s sense of belonging with this experience.

Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Transform Your Foundation: Establish a critical foundation for your team to work their best. No two teams are alike; create something that works for YOU.
it has tags of inspire-and-excite, trust-and-transform, search-new-2its outcome isEnergy, Inclusion and Belonging"
https://www.teamraderie.com/experiences/maple-syrup-tasting-experience/,3,Bonding,Connection,Fun,Perspective,Tasting,,,,,,Kit Included; Food; Tasting; Hands-on,Making the Grade: A Maple Syrup Tasting Adventure,0,65,,1,100,1,1,30,"A beautiful kit with four (4) maple syrups to taste, maple candy, and pancakes.  Maple Syrup Tasting Kit",,TRUE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Discover the sweet secrets of maple syrup with your team and take your bonding to a whole new level!

Learn about tasting techniques and explore the unique characteristics of four distinct maple syrup types. Tap into your teams curiosity and savor a delectable experience that will leave you with lasting memories.

&nbsp;

&nbsp;it belongs to cateory of Food Tastingswith attributes of Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Inspire Joy: What’s better than bringing a smile to someone’s face? Enjoy this joyful experience and share smiles with your team
it has tags of bond-and-connect, search-new-1its outcome isJoy"
